Id,SalePrice
642,217132.49257272357
643,130093.59445681996
646,101669.03206321431
647,156249.85325300845
655,70644.59209244102
659,108831.23827451216
663,20482.279452912102
665,101232.96961216614
667,241408.62629886842
673,155835.16306935134
676,112866.94903366562
680,178259.6842147116
682,131209.2436532077
687,144443.63248123863
688,176100.3003299523
692,138303.4237572686
693,118931.50363860722
695,151522.96112044886
697,113116.42922990106
700,178162.4173780532
702,166375.49001243376
703,151577.4267315957
704,117012.92066830576
712,83877.57158926954
713,111607.774815723
717,275391.9420786662
720,201813.3644310293
721,66084.48417957452
726,171130.30866616362
733,101023.1258118926
736,142149.06779697564
738,111940.52917522269
741,146592.51067119988
743,15818.604317448247
745,124438.34157200629
750,160184.820793338
756,92963.85945766339
757,146391.2021112541
758,175812.94043511638
760,84278.45056227392
765,128666.72508783212
775,122021.49400225532
776,113388.18890619077
780,177280.53357369264
783,211179.4711777675
790,117681.93545272361
795,76961.35286941323
796,134588.87844627022
797,157218.5070332535
798,112947.23632807228
804,197763.5736735854
805,212875.49393440998
806,233801.71657949474
808,120760.89411025401
814,170375.661858332
818,294629.67100507324
821,314744.91945684806
822,369537.6920138664
825,300429.22053397575
827,232937.4356337811
830,196282.9472651255
834,221928.1938187821
835,177624.16736546447
842,142598.27571234968
845,211946.65211533284
852,222571.99529812584
857,124539.30823308672
858,155571.7032172086
859,108341.0487716205
860,112613.48266287372
861,117299.59788278354
864,253461.87526561852
868,203269.84417641163
869,217588.7123938816
872,291524.1038785726
873,209958.7079386269
885,111729.87724129319
890,116721.07583358165
895,87957.55624176911
899,71075.6443175731
906,113722.00876036703
918,134170.10545031
923,144141.0107118091
925,109490.3919954728
927,126848.51364327267
932,213270.0338165677
933,116157.49635004216
934,144595.902843725
942,90881.61752611947
947,245733.79963648197
948,293887.8157117798
951,126042.44352471418
957,242847.92107166097
958,323822.5700288145
959,230301.81110508548
963,181241.36511753607
967,215589.5827062326
968,385089.5484220715
971,149165.75312337486
972,205708.40777109808
976,90999.06099389355
978,78514.33364249703
979,104770.72833088892
984,97120.32763500704
986,157092.71109135565
991,202881.4640431521
996,177072.66012053192
1001,279146.9067299781
1007,199868.030742003
1008,181439.44540770302
1009,192988.09960958222
1014,175191.97905707546
1022,236594.65421074152
1024,174447.7050666079
1027,128218.5345059887
1030,173213.57547691182
1032,161852.06034327886
1035,146565.5990929958
1042,123166.08460888173
1047,141895.6331470394
1050,101447.82819783586
1055,286531.41095624137
1059,398002.7510193857
1061,363525.120711621
1064,473481.4107652925
1077,218717.471699512
1081,219186.9726928908
1092,207087.69852959947
1093,195985.01153234803
1095,178919.64131289712
1099,287894.96762293065
1101,269039.54579583794
1103,306177.1853268584
1109,255494.49719103752
1112,210333.50945514694
1113,244891.90133612283
1114,259494.7737005811
1116,252560.67564306047
1117,246660.85009300732
1119,246875.45297660228
1121,216589.7919519897
1122,234527.65585076017
1125,290439.28147847054
1137,171536.14488796046
1142,213605.2857596566
1144,189545.14096952326
1145,195340.24484502737
1147,189117.8139923357
1148,215601.54458571048
1149,174155.2783088533
1150,112495.54458986457
1153,106834.94575340246
1154,105630.86128555842
1159,337887.96884645557
1161,172413.77283429742
1167,172106.57870313435
1171,278190.7332533818
1174,182932.73626626152
1188,198938.29290522332
1189,179592.82797544528
1191,173992.82298489843
1195,138174.22755322844
1199,178943.02199762512
1201,212851.10425407568
1204,192642.70606658544
1211,138714.45819937822
1214,167531.54860316304
1219,140396.05198963755
1220,52354.41478333034
1227,174714.0061804132
1229,196705.15717651867
1231,138186.41402392328
1234,214354.3602653706
1235,120110.27937425196
1239,155053.43105885212
1240,156061.82731190295
1241,188100.0791291096
1246,100013.55005837326
1249,177868.1129729144
1250,123350.10537872063
1252,137155.52759864496
1259,166941.82723918557
1267,97501.80297764222
1269,96846.45310795565
1270,139841.8756898828
1272,111706.80615963895
1274,136406.3595045206
1276,119571.34529051636
1279,148082.16236738276
1281,175021.59151239926
1286,177039.22573147854
1287,144243.76010688406
1290,74865.63926289017
1291,153308.96534309248
1297,143594.671885073
1302,160298.25366870058
1303,14640.802818595606
1312,105904.75913502363
1315,137955.4060312707
1322,62414.810242605454
1327,115355.04517986065
1331,140646.51908915598
1333,129333.81273936963
1334,128309.07714503782
1336,129052.8896255173
1341,111508.12198520078
1344,89541.32039540588
1347,163463.48233425984
1348,163740.79001989233
1353,168869.6296205193
1355,139522.62924958987
1356,118143.38754818552
1357,189150.33616920252
1361,137317.77843309566
1364,141584.93439484073
1368,130368.01713935455
1369,93961.2558737482
1371,150073.18528448758
1373,130744.9204160063
1374,100990.97246408794
1387,129855.68803424953
1388,99604.19259056756
1392,154798.96304430554
1394,134410.5149652117
1406,148792.82891097333
1407,181817.52637049885
1408,170544.59562714235
1409,169917.35325171304
1411,160617.15914258166
1412,101088.9552229421
1413,142119.15434092516
1414,128599.76259752557
1425,253874.7151425883
1430,179349.4557053257
1431,171120.24159682638
1435,208924.26337073607
1441,217995.240378836
1444,217143.36810430986
1445,119475.7460130098
1446,126024.9837911988
1452,102437.57548591109
1453,102459.92332198011
1456,225525.0353342524
1457,249414.51608635316
1460,276438.6557670629
1463,260167.17334246502
1468,209054.71072864495
1471,201760.47477069768
1474,205519.07068400577
1475,210274.40931113565
1476,212721.4854117997
1478,227498.7602903044
1482,155663.0880613852
1483,155663.0880613852
1484,157524.4672991039
1485,154349.7687341037
1496,149018.46418633588
1497,150726.28865470126
1500,147589.81898261287
1506,135751.86747989868
1507,97745.03467774716
1509,126816.34732194958
1510,132155.86640819116
1513,127930.10882244531
1517,120769.39625699044
1518,156170.30603033715
1523,166665.99653270326
1524,128945.9182800767
1526,161715.8889689881
1529,173731.01438970378
1531,151898.86175629412
1535,120507.4528876135
1536,131199.02676201923
1538,315831.7616490673
1540,209575.68213166404
1543,124997.90413085584
1545,120711.60181351381
1546,132164.86248725315
1557,75365.46066522638
1558,101159.030186647
1559,65361.576159418575
1563,275298.08241413656
1568,147968.89904161048
1571,182056.6666822383
1578,132627.62080664802
1579,203620.63761038386
1584,252436.17220053257
1586,278422.6025982646
1604,107796.6991678775
1606,132134.0567844194
1610,173284.89001050618
1611,138940.3590747365
1618,160137.96012961355
1623,180784.24782205635
1624,179153.0364089691
1628,160684.24284558886
1633,232185.40429054288
1645,164776.3554880463
1649,203941.7231173937
1652,145949.0003408547
1653,156991.39896838408
1656,151176.65886428626
1662,174683.61102641933
1668,108358.21828207506
1670,103700.90795096994
1672,98555.59926443768
1673,143557.93596857187
1674,189834.67974710563
1677,129017.43493406472
1678,164850.44981230728
1679,122843.23503882322
1685,376479.4496065641
1692,442735.35672562255
1693,334201.8369656715
1696,457614.8572499198
1709,316371.4494240425
1711,302080.5018524134
1717,205269.75294553943
1718,205269.75294553943
1721,239107.98665320198
1722,218487.94352977013
1725,379394.6387097162
1726,215965.10294639476
1730,168697.4529534717
1731,173284.43365143583
1733,184891.1829314837
1737,196828.86934224423
1746,221494.41619743424
1747,166273.82282606798
1748,156015.25269399118
1749,210723.3226564567
1760,179453.71740284745
1761,510567.1548917494
1762,324805.4965830201
1768,573253.7070621169
1769,220572.3458256073
1770,288620.6643699632
1776,208422.60261196655
1781,428566.4537336186
1785,341851.3251583649
1792,225255.30704227713
1798,251280.9955040114
1812,193939.5243095279
1814,214562.5507826684
1817,127579.24290278554
1818,162335.55157603486
1822,127046.45877370333
1823,113926.54516140973
1829,221992.70375530163
1838,232220.49663378054
1845,193091.52321180108
1851,204964.6580413681
1855,323631.59013733524
1856,183858.77180675213
1858,201392.7884843665
1865,221720.0743298916
1866,147503.66434637288
1867,174071.1785220071
1868,178048.47182046282
1876,133195.0729058043
1878,143179.63851165466
1879,170714.50910188025
1882,128974.74450112414
1883,127926.71709416845
1887,84057.300942472
1895,151984.3777768603
1898,160263.51577589757
1904,28290.24265356516
1908,168717.8199594417
1917,131774.19832570766
1918,112069.29767533384
1920,124436.77705931457
1922,127164.61574162931
1923,149672.07211728866
1931,162773.67273186028
1935,128779.97373571494
1936,117461.65188008605
1939,104172.26812918157
1943,130402.68599443436
1944,126041.26319031461
1946,251503.7734554279
1952,105773.75913985274
1954,105180.17496843982
1958,130525.28914967022
1964,134312.54538434403
1966,137741.21128798375
1969,87927.77925497152
1977,103153.6668639174
1980,94850.52073174815
1984,139690.66791271203
1985,82500.56332699813
1988,99482.03264709577
1989,127685.7904225621
1991,139486.3150937121
1992,140778.70850854457
1997,139670.13783227117
1999,217176.62815167912
2003,110352.83009322532
2005,116841.54443843135
2010,116298.4602216148
2012,130257.94302462597
2016,140707.4041301333
2017,122782.87511180923
2022,207682.12847778376
2023,166095.6036689236
2035,139316.5382189905
2036,204152.2764454136
2040,141195.49680354865
2042,164939.63499493722
2043,79891.65050474003
2055,110818.11852719395
2056,104514.93051645339
2059,103635.99702109488
2064,110623.90071262933
2066,212234.80046977338
2070,148414.45281568638
2071,72565.4782122204
2078,246099.38174734608
2080,163405.28021484564
2085,127222.49410583355
2089,130612.01771400642
2090,186882.97613294315
2092,234645.97726266918
2094,270441.2730632488
2095,220965.29695901557
2098,346505.5267281197
2099,262141.06334932736
2103,262141.06334932736
2120,150143.41172730632
2122,172590.12231344517
2123,154580.087052503
2134,197791.5350825709
2135,117481.48597131216
2136,123681.58112802828
2143,182699.74776546427
2145,293134.3186972344
2146,263735.9857952662
2148,214452.62585170416
2155,263041.85679891077
2156,258892.60938152845
2157,156079.7268143291
2159,208551.9011023507
2161,184011.9831740697
2164,188290.27132570138
2165,186679.1175117961
2169,129257.46573546619
2171,101342.55015717805
2180,149713.9760447426
2182,613030.1110644985
2184,126439.67718422817
2185,67777.15252417848
2188,68113.52286399326
2191,114638.09027931506
2192,79077.50234001208
2196,181028.82457685316
2198,62160.94994785072
2204,170273.03584419368
2210,189854.88420081517
2213,102556.31163732041
2215,278226.1627020232
2219,253525.92841604986
2221,209333.1886558608
2224,198352.76147550487
2228,175204.26648932323
2232,120572.80381427464
2239,117114.8483876983
2246,252083.9576700899
2247,255561.21709749504
2249,138575.75081072623
2251,196131.48720282852
2254,130965.38513728861
2256,223431.02855676907
2259,232747.96252293544
2263,242515.746352599
2266,208738.4880598531
2271,235671.85764311175
2274,204807.24346864154
2275,291403.1215830454
2280,192967.4391075049
2281,122779.83428624042
2291,96450.58367756527
2292,148341.41964810368
2295,181418.7341201751
2297,91110.4450284602
2299,161239.8592399189
2302,98064.08954392055
2303,108925.15697537609
2304,115553.24184863328
2308,210874.63584885898
2312,238506.80527421983
2314,158069.1414004997
2315,178891.0492201676
2316,159664.12390579045
2320,226582.0590635505
2321,278086.3978330389
2322,243113.31781322544
2325,163986.97540671373
2336,375798.5026324797
2340,293469.5795263006
2341,273285.46925622417
2342,390654.84162486286
2345,205955.46638925484
2346,164714.74164979035
2347,155934.98225254007
2354,240382.03158013365
2357,172877.29587907623
2359,138104.2272023243
2360,127166.92034859245
2361,93528.60135309359
2362,78283.76036161746
2366,141899.76174155148
2367,115712.50492518749
2370,133075.63386138206
2373,112597.1825125756
2376,98909.80169320066
2378,157279.1359705341
2382,258179.121408302
2387,305929.2710166698
2392,363587.33561541804
2395,343073.2523938569
2396,340015.4485461211
2397,296324.2878886105
2399,385544.1344184347
2401,441848.1678398631
2402,272871.74633935315
2407,204804.52903693193
2411,183685.38566532178
2414,177513.48827076363
2418,267206.1291062038
2419,179039.75210235242
2424,202312.07112604252
2427,178686.3150991527
2430,217476.6436543841
2439,201755.95385104624
2441,237838.85418712252
2442,243221.89851107498
2446,457501.34653437324
2447,407194.216725792
2452,294643.91774610156
2457,367771.79166726477
2458,281489.29741793324
2462,376760.88933899836
2465,193036.92223457998
2467,194933.43798758346
2473,152656.33061214356
2478,197628.45099167788
2479,175035.7719653079
2482,171984.73316862597
2485,105608.25371346783
2488,137427.46337616723
2494,114680.65418134147
2500,269849.52223749115
2509,162902.1703883151
2512,185683.9097468799
2514,155098.968996014
2515,184384.20079394133
2516,233730.2269797451
2518,167473.21369735972
2519,198620.10302198114
2520,176530.34156846988
2527,159539.6130934651
2532,108249.63001330296
2538,114257.46235347327
2539,142259.01456239098
2543,107918.68853229593
2551,141788.6549618252
2554,112807.64812895586
2555,100585.56760771634
2557,82914.38605919364
2561,128946.05977630263
2563,138358.64429501994
2564,144654.9962462369
2570,113151.08409437732
2571,288902.6154529738
2576,160288.0305711164
2582,132292.9846845818
2584,168384.29683568238
2587,116458.67171755793
2589,116878.73827231223
2591,216880.14954022784
2597,118093.83586072057
2602,143071.2862877021
2605,186797.46230586883
2610,171871.94394009394
2611,154998.54530581675
2614,123888.76359011728
2616,188494.01859049944
2617,148502.6443612938
2620,132285.44998308117
2623,87450.41796782629
2631,142782.17245819294
2638,164539.25131825838
2639,128573.95125640839
2645,150545.37686262885
2647,89022.2546546556
2648,166305.89086578996
2650,114121.81597920763
2652,114958.7089655762
2656,115718.91486153808
2658,142630.5196328911
2661,210669.25859813008
2665,169820.61320640738
2673,159615.74569119405
2678,86741.51668425894
2679,101681.5500683956
2680,70122.03426701527
2685,109162.73354953386
2695,141776.39522145182
2698,114331.92924245886
2700,210153.45260121988
2706,141382.0195242279
2708,137953.59974298294
2709,135385.19269332598
2711,117924.88844889659
2718,213045.74048614962
2719,206105.8062094605
2721,178517.48731446193
2725,165255.2395155761
2726,236300.42723274793
2732,203872.8661265777
2733,129746.83222555867
2739,183674.88882881578
2747,173732.59819234945
2751,240948.510807116
2754,200134.89006271947
2755,245712.99138368544
2756,223163.77557232595
2758,235239.78532677787
2763,213306.71639159115
2764,219114.85101396142
2765,183567.62177052355
2766,137943.8592680312
2768,173802.52337378144
2781,235598.13084031644
2784,145904.36495212652
2785,118963.02110592392
2786,106740.07642061223
2796,253307.75396519306
2797,260567.9434777341
2801,227060.5119493092
2805,264561.2413073034
2806,203263.9281219031
2812,202869.68758668264
2817,137932.55642246307
2822,141259.13166906522
2825,274037.7763399574
2828,146131.81762490192
2831,192437.2796913116
2843,139284.93689775496
2845,113009.52600090389
2847,169295.08404573915
2855,154997.37616762568
2856,122999.00323588366
2859,144284.52948374304
2865,192055.67581401678
2867,153818.23258084277
2869,203272.9160100678
2870,208211.1509320811
2874,141373.5335685529
2876,62504.89292231167
2889,146844.18158587386
2892,267331.04183169466
2895,250670.91737462766
2898,255308.9968402658
2901,303092.74864095694
2902,320366.25473584456
2908,140885.28409999242
2909,114481.04042574884
2916,143388.7040142307
2917,114803.80494631316
2919,79535.18355554983
2921,88169.87177528547
2922,194765.08231549838
2925,156691.95710977414
2928,110832.85805679172
